date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:05:04	126828/126828	---M--	200	added ('OK')	font/woff2	etag:%221ef6c-645b90a7-374220a2619c7273;;;%22	https://askbootstrap.com/preview/eatsome/vender/fontawesome/webfonts/fa-solid-900.woff2	C:/Users/PC/OneDrive/Documents/template/httrack/order-food-1/askbootstrap.com/preview/eatsome/vender/fontawesome/webfonts/fa-solid-900.woff2	(from https://askbootstrap.com/preview/eatsome/vender/fontawesome/css/all.min.css)
10:05:04	303480/303480	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%224a178-645b90a7-93078bb2d22562fe;gz%22	https://askbootstrap.com/preview/eatsome/vender/fontawesome/webfonts/fa-solid-900.ttf	C:/Users/PC/OneDrive/Documents/template/httrack/order-food-1/askbootstrap.com/preview/eatsome/vender/fontawesome/webfonts/fa-solid-900.ttf	(from https://askbootstrap.com/preview/eatsome/vender/fontawesome/css/all.min.css)
10:05:04	4956/4956	---M--	200	added ('OK')	font/woff2	etag:%22135c-645b90a7-1bdfc30cdd3d2526;;;%22	https://askbootstrap.com/preview/eatsome/vender/fontawesome/webfonts/fa-v4compatibility.woff2	C:/Users/PC/OneDrive/Documents/template/httrack/order-food-1/askbootstrap.com/preview/eatsome/vender/fontawesome/webfonts/fa-v4compatibility.woff2	(from https://askbootstrap.com/preview/eatsome/vender/fontawesome/css/all.min.css)
10:05:04	10556/10556	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22293c-645b90a7-ee33866f91e1000;gz%22	https://askbootstrap.com/preview/eatsome/vender/fontawesome/webfonts/fa-v4compatibility.ttf	C:/Users/PC/OneDrive/Documents/template/httrack/order-food-1/askbootstrap.com/preview/eatsome/vender/fontawesome/webfonts/fa-v4compatibility.ttf	(from https://askbootstrap.com/preview/eatsome/vender/fontawesome/css/all.min.css)
10:05:05	95609/95609	---M-Z	200	added ('OK')	text/css	etag:W/%2217579-AwBvMnkuAzSX6cpoNztsM4YwWTM%22	https://cdn.jsdelivr.net/npm/bootstrap-icons@1.10.3/font/bootstrap-icons.css	C:/Users/PC/OneDrive/Documents/template/httrack/order-food-1/cdn.jsdelivr.net/npm/bootstrap-icons@1.10.3/font/bootstrap-icons.css	(from https://askbootstrap.com/preview/eatsome/css/style.css)
10:05:05	325746/325746	---M--	200	added ('OK')	image/jpeg	etag:%224f872-645b9093-c4c4100c4c1fa7da;;;%22	https://askbootstrap.com/preview/eatsome/img/6.jpeg	C:/Users/PC/OneDrive/Documents/template/httrack/order-food-1/askbootstrap.com/preview/eatsome/img/6.jpg	(from https://askbootstrap.com/preview/eatsome/search-list.html)
10:05:05	578986/578986	---M--	200	added ('OK')	image/jpeg	etag:%228d5aa-645b9093-32fe1eca767d0cc;;;%22	https://askbootstrap.com/preview/eatsome/img/7.jpeg	C:/Users/PC/OneDrive/Documents/template/httrack/order-food-1/askbootstrap.com/preview/eatsome/img/7.jpg	(from https://askbootstrap.com/preview/eatsome/search-list.html)
10:05:06	383330/383330	---M--	200	added ('OK')	image/jpeg	etag:%225d962-645b9094-e9ed824b1a9cf63e;;;%22	https://askbootstrap.com/preview/eatsome/img/8.jpeg	C:/Users/PC/OneDrive/Documents/template/httrack/order-food-1/askbootstrap.com/preview/eatsome/img/8.jpg	(from https://askbootstrap.com/preview/eatsome/search-list.html)
10:05:06	438620/438620	---M--	200	added ('OK')	image/jpeg	etag:%226b15c-645b9096-545abde5474a19db;;;%22	https://askbootstrap.com/preview/eatsome/img/9.jpeg	C:/Users/PC/OneDrive/Documents/template/httrack/order-food-1/askbootstrap.com/preview/eatsome/img/9.jpg	(from https://askbootstrap.com/preview/eatsome/search-list.html)
10:05:06	314144/314144	---M--	200	added ('OK')	image/jpeg	etag:%224cb20-645b9091-8ab43f5c7014c85d;;;%22	https://askbootstrap.com/preview/eatsome/img/10.jpeg	C:/Users/PC/OneDrive/Documents/template/httrack/order-food-1/askbootstrap.com/preview/eatsome/img/10.jpg	(from https://askbootstrap.com/preview/eatsome/search-list.html)
10:05:07	41514/41514	---M--	200	added ('OK')	image/jpeg	etag:%22a22a-645b9097-d92427403354115;;;%22	https://askbootstrap.com/preview/eatsome/img/veg.jpeg	C:/Users/PC/OneDrive/Documents/template/httrack/order-food-1/askbootstrap.com/preview/eatsome/img/veg.jpg	(from https://askbootstrap.com/preview/eatsome/store.html)
10:05:07	384359/384359	---M--	200	added ('OK')	image/jpeg	etag:%225dd67-645b9092-ab7e05bc07b57dd6;;;%22	https://askbootstrap.com/preview/eatsome/img/s1.jpeg	C:/Users/PC/OneDrive/Documents/template/httrack/order-food-1/askbootstrap.com/preview/eatsome/img/s1.jpg	(from https://askbootstrap.com/preview/eatsome/store.html)
10:05:07	347337/347337	---M--	200	added ('OK')	image/jpeg	etag:%2254cc9-645b9097-e1d8b28d63ee6253;;;%22	https://askbootstrap.com/preview/eatsome/img/s3.jpeg	C:/Users/PC/OneDrive/Documents/template/httrack/order-food-1/askbootstrap.com/preview/eatsome/img/s3.jpg	(from https://askbootstrap.com/preview/eatsome/store.html)
10:05:07	485598/485598	---M--	200	added ('OK')	image/jpeg	etag:%22768de-645b9094-9140b0783ca0bf66;;;%22	https://askbootstrap.com/preview/eatsome/img/s5.jpeg	C:/Users/PC/OneDrive/Documents/template/httrack/order-food-1/askbootstrap.com/preview/eatsome/img/s5.jpg	(from https://askbootstrap.com/preview/eatsome/store.html)
10:05:08	302970/302970	---M--	200	added ('OK')	image/jpeg	etag:%2249f7a-645b9093-861cc307c6be2ddc;;;%22	https://askbootstrap.com/preview/eatsome/img/s6.jpeg	C:/Users/PC/OneDrive/Documents/template/httrack/order-food-1/askbootstrap.com/preview/eatsome/img/s6.jpg	(from https://askbootstrap.com/preview/eatsome/store.html)
10:05:08	329230/329230	---M--	200	added ('OK')	image/jpeg	etag:%225060e-645b9092-f60c018c79d62a44;;;%22	https://askbootstrap.com/preview/eatsome/img/s7.jpeg	C:/Users/PC/OneDrive/Documents/template/httrack/order-food-1/askbootstrap.com/preview/eatsome/img/s7.jpg	(from https://askbootstrap.com/preview/eatsome/store.html)
10:05:08	210105/210105	---M--	200	added ('OK')	image/jpeg	etag:%22334b9-645b9097-15ca643f70b4a3ad;;;%22	https://askbootstrap.com/preview/eatsome/img/s2.jpeg	C:/Users/PC/OneDrive/Documents/template/httrack/order-food-1/askbootstrap.com/preview/eatsome/img/s2.jpg	(from https://askbootstrap.com/preview/eatsome/store.html)
10:05:08	204897/204897	---M--	200	added ('OK')	image/jpeg	etag:%2232061-645b9096-ca9e8613c195e400;;;%22	https://askbootstrap.com/preview/eatsome/img/s4.jpeg	C:/Users/PC/OneDrive/Documents/template/httrack/order-food-1/askbootstrap.com/preview/eatsome/img/s4.jpg	(from https://askbootstrap.com/preview/eatsome/store.html)
10:05:09	589452/589452	---M--	200	added ('OK')	image/jpeg	etag:%228fe8c-645b9095-c349e83d1ca0dbe3;;;%22	https://askbootstrap.com/preview/eatsome/img/s8.jpeg	C:/Users/PC/OneDrive/Documents/template/httrack/order-food-1/askbootstrap.com/preview/eatsome/img/s8.jpg	(from https://askbootstrap.com/preview/eatsome/store.html)
10:05:09	6987/6987	---M--	200	added ('OK')	image/png	etag:%221b4b-645b9095-981285dfddc7425e;;;%22	https://askbootstrap.com/preview/eatsome/img/p1.png	C:/Users/PC/OneDrive/Documents/template/httrack/order-food-1/askbootstrap.com/preview/eatsome/img/p1.png	(from https://askbootstrap.com/preview/eatsome/store.html)
10:05:09	7014/7014	---M--	200	added ('OK')	image/png	etag:%221b66-645b9094-e14ceca29c0718e1;;;%22	https://askbootstrap.com/preview/eatsome/img/p2.png	C:/Users/PC/OneDrive/Documents/template/httrack/order-food-1/askbootstrap.com/preview/eatsome/img/p2.png	(from https://askbootstrap.com/preview/eatsome/store.html)
10:05:09	31282/31282	---M--	200	added ('OK')	image/png	etag:%227a32-645b9092-63c50c2ed1cca793;;;%22	https://askbootstrap.com/preview/eatsome/img/discount.png	C:/Users/PC/OneDrive/Documents/template/httrack/order-food-1/askbootstrap.com/preview/eatsome/img/discount.png	(from https://askbootstrap.com/preview/eatsome/offers.html)
10:05:10	393986/393986	---M--	200	added ('OK')	image/jpeg	etag:%2260302-645b9094-73ef5d146ffdcb3d;;;%22	https://askbootstrap.com/preview/eatsome/img/o1.jpeg	C:/Users/PC/OneDrive/Documents/template/httrack/order-food-1/askbootstrap.com/preview/eatsome/img/o1.jpg	(from https://askbootstrap.com/preview/eatsome/offers.html)
10:05:10	302809/302809	---M--	200	added ('OK')	image/jpeg	etag:%2249ed9-645b9095-f340a8ed5596567c;;;%22	https://askbootstrap.com/preview/eatsome/img/o2.jpeg	C:/Users/PC/OneDrive/Documents/template/httrack/order-food-1/askbootstrap.com/preview/eatsome/img/o2.jpg	(from https://askbootstrap.com/preview/eatsome/offers.html)
10:05:10	420014/420014	---M--	200	added ('OK')	image/jpeg	etag:%22668ae-645b9095-8dd3873de5177c14;;;%22	https://askbootstrap.com/preview/eatsome/img/o3.jpeg	C:/Users/PC/OneDrive/Documents/template/httrack/order-food-1/askbootstrap.com/preview/eatsome/img/o3.jpg	(from https://askbootstrap.com/preview/eatsome/offers.html)
10:05:10	353197/353197	---M--	200	added ('OK')	image/jpeg	etag:%22563ad-645b9097-b71f2d4fa221e2d8;;;%22	https://askbootstrap.com/preview/eatsome/img/o4.jpeg	C:/Users/PC/OneDrive/Documents/template/httrack/order-food-1/askbootstrap.com/preview/eatsome/img/o4.jpg	(from https://askbootstrap.com/preview/eatsome/offers.html)
10:05:11	434471/434471	---M--	200	added ('OK')	image/jpeg	etag:%226a127-645b9092-7abebc4d5172da5f;;;%22	https://askbootstrap.com/preview/eatsome/img/11.jpeg	C:/Users/PC/OneDrive/Documents/template/httrack/order-food-1/askbootstrap.com/preview/eatsome/img/11.jpg	(from https://askbootstrap.com/preview/eatsome/offers.html)
10:05:11	97667/97667	---M--	200	added ('OK')	image/png	etag:%2217d83-645b9091-eb281a0831be7996;;;%22	https://askbootstrap.com/preview/eatsome/img/pin.png	C:/Users/PC/OneDrive/Documents/template/httrack/order-food-1/askbootstrap.com/preview/eatsome/img/pin.png	(from https://askbootstrap.com/preview/eatsome/enable-location.html)
10:05:11	837387/837387	---M--	200	added ('OK')	image/png	etag:%22cc70b-645b9094-cc5bcfd20785ef2f;;;%22	https://askbootstrap.com/preview/eatsome/img/wallet.png	C:/Users/PC/OneDrive/Documents/template/httrack/order-food-1/askbootstrap.com/preview/eatsome/img/wallet.png	(from https://askbootstrap.com/preview/eatsome/wallet.html)
10:05:12	1318478/1318478	---M--	200	added ('OK')	image/png	etag:%22141e4e-645b9092-7edef8f68beb282e;;;%22	https://askbootstrap.com/preview/eatsome/img/sign-up-bg.png	C:/Users/PC/OneDrive/Documents/template/httrack/order-food-1/askbootstrap.com/preview/eatsome/img/sign-up-bg.png	(from https://askbootstrap.com/preview/eatsome/signup.html)
10:05:12	7016/7016	---M--	200	added ('OK')	image/png	etag:%221b68-645b9096-5730ad8b745647fd;;;%22	https://askbootstrap.com/preview/eatsome/img/p7.png	C:/Users/PC/OneDrive/Documents/template/httrack/order-food-1/askbootstrap.com/preview/eatsome/img/p7.png	(from https://askbootstrap.com/preview/eatsome/payment.html)
10:05:12	7703/7703	---M--	200	added ('OK')	image/png	etag:%221e17-645b9094-9fa9650c84a90c3a;;;%22	https://askbootstrap.com/preview/eatsome/img/p3.png	C:/Users/PC/OneDrive/Documents/template/httrack/order-food-1/askbootstrap.com/preview/eatsome/img/p3.png	(from https://askbootstrap.com/preview/eatsome/payment.html)
10:05:12	6568/6568	---M--	200	added ('OK')	image/png	etag:%2219a8-645b9096-3b9c1531e0be0b6d;;;%22	https://askbootstrap.com/preview/eatsome/img/p4.png	C:/Users/PC/OneDrive/Documents/template/httrack/order-food-1/askbootstrap.com/preview/eatsome/img/p4.png	(from https://askbootstrap.com/preview/eatsome/payment.html)
10:05:14	6374/6374	---M--	200	added ('OK')	image/png	etag:%2218e6-645b9095-7595d67595a9f64b;;;%22	https://askbootstrap.com/preview/eatsome/img/p5.png	C:/Users/PC/OneDrive/Documents/template/httrack/order-food-1/askbootstrap.com/preview/eatsome/img/p5.png	(from https://askbootstrap.com/preview/eatsome/payment.html)
10:05:14	7296/7296	---M--	200	added ('OK')	image/png	etag:%221c80-645b9096-528e3b9edc211d29;;;%22	https://askbootstrap.com/preview/eatsome/img/p6.png	C:/Users/PC/OneDrive/Documents/template/httrack/order-food-1/askbootstrap.com/preview/eatsome/img/p6.png	(from https://askbootstrap.com/preview/eatsome/payment.html)
10:05:14	15576/15576	---M--	200	added ('OK')	image/png	etag:%223cd8-645b9096-af2379abe6606f57;;;%22	https://askbootstrap.com/preview/eatsome/img/green-tick.png	C:/Users/PC/OneDrive/Documents/template/httrack/order-food-1/askbootstrap.com/preview/eatsome/img/green-tick.png	(from https://askbootstrap.com/preview/eatsome/order-confirm.html)
10:05:14	113314/113314	---M--	200	added ('OK')	image/png	etag:%221baa2-645b9092-d14872784292072f;;;%22	https://askbootstrap.com/preview/eatsome/img/hand-wash.png	C:/Users/PC/OneDrive/Documents/template/httrack/order-food-1/askbootstrap.com/preview/eatsome/img/hand-wash.png	(from https://askbootstrap.com/preview/eatsome/support.html)
10:05:15	121296/121296	---M--	200	added ('OK')	font/woff2	etag:W/%221d9d0-F9rQd2iZrRvq2r0GHDTioiss3nQ%22	https://cdn.jsdelivr.net/npm/bootstrap-icons@1.10.3/font/fonts/bootstrap-icons.woff2?24e3eb84d0bcaf83d77f904c78ac1f47	C:/Users/PC/OneDrive/Documents/template/httrack/order-food-1/cdn.jsdelivr.net/npm/bootstrap-icons@1.10.3/font/fonts/bootstrap-iconsbf04.woff2	(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.10.3/font/bootstrap-icons.css)
10:05:15	164352/164352	---M--	200	added ('OK')	font/woff	etag:W/%2228200-dZGccXzlxbxxa8UXBcDNC2D0v/w%22	https://cdn.jsdelivr.net/npm/bootstrap-icons@1.10.3/font/fonts/bootstrap-icons.woff?24e3eb84d0bcaf83d77f904c78ac1f47	C:/Users/PC/OneDrive/Documents/template/httrack/order-food-1/cdn.jsdelivr.net/npm/bootstrap-icons@1.10.3/font/fonts/bootstrap-iconsbf04.woff	(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.10.3/font/bootstrap-icons.css)
10:05:15	58/58	---M--	400	error ('Bad%20Request')	text/plain	etag:W/%223a-taO9i3TG0dz45Oeau8VRWJD4Xi8%22	https://cdn.jsdelivr.net/robots.txt		(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.10.3/font/bootstrap-icons.css)
